pair,pivot_type,weekly_first_candle_time,weekly_second_candle_time,weekly_gap_low,weekly_gap_high,weekly_gap_width,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_weekly,weekly_first_touch_time,pending_until_weekly_touch
CADJPY,long,2023-10-02 00:00,2023-10-09 00:00,107.562,109.288,1.725999999999999,H4,2023-10-05 13:00,2023-10-05 17:00,108.006,108.072,0.0660000000000025,0.03823870220162372,2023-10-16 00:00,False
CADJPY,long,2023-10-02 00:00,2023-10-09 00:00,107.562,109.288,1.725999999999999,H4,2023-10-09 13:00,2023-10-09 17:00,108.953,109.116,0.1629999999999967,0.09443800695248945,2023-10-16 00:00,False
CADJPY,short,2023-11-06 00:00,2023-11-13 00:00,109.808,110.676,0.867999999999995,H4,2023-11-15 18:00,2023-11-15 22:00,110.642,110.676,0.034000000000006025,0.03917050691244956,2023-11-20 00:00,False
CADJPY,long,2023-11-13 00:00,2023-11-20 00:00,107.235,109.003,1.7680000000000007,H4,2023-11-21 06:00,2023-11-21 10:00,107.235,107.446,0.21099999999999852,0.11934389140271405,2023-11-27 00:00,False
CADJPY,long,2023-11-13 00:00,2023-11-20 00:00,107.235,109.003,1.7680000000000007,H4,2023-11-21 22:00,2023-11-22 02:00,108.056,108.102,0.04600000000000648,0.026018099547514967,2023-11-27 00:00,False
CADJPY,long,2023-11-13 00:00,2023-11-20 00:00,107.235,109.003,1.7680000000000007,H4,2023-11-22 10:00,2023-11-22 14:00,108.288,108.574,0.28600000000000136,0.16176470588235364,2023-11-27 00:00,False
EURAUD,short,2023-10-16 00:00,2023-10-23 00:00,1.67775,1.68456,0.006809999999999983,H4,2023-10-23 17:00,2023-10-23 21:00,1.6845,1.68456,5.999999999994898e-05,0.0088105726872172,2023-11-06 00:00,False
EURAUD,short,2023-10-16 00:00,2023-10-23 00:00,1.67775,1.68456,0.006809999999999983,H4,2023-10-25 21:00,2023-10-26 01:00,1.68231,1.6824,8.999999999992347e-05,0.0132158590308258,2023-11-06 00:00,False
EURNZD,short,2023-10-23 00:00,2023-10-30 00:00,1.8184,1.82671,0.00831000000000004,H4,2023-10-25 21:00,2023-10-26 01:00,1.8266,1.82671,0.0001100000000000545,0.013237063778586518,2023-11-13 00:00,False
EURNZD,short,2023-10-23 00:00,2023-10-30 00:00,1.8184,1.82671,0.00831000000000004,H4,2023-10-31 21:00,2023-11-01 01:00,1.82556,1.8256,3.999999999981796e-05,0.004813477737643534,2023-11-13 00:00,False
EURNZD,long,2023-11-27 00:00,2023-12-04 00:00,1.7463,1.75286,0.006560000000000121,H4,2023-12-07 22:00,2023-12-08 02:00,1.7472,1.74797,0.0007699999999999374,0.11737804878047609,2023-12-11 00:00,False
EURNZD,short,2023-12-04 00:00,2023-12-11 00:00,1.75796,1.774,0.016040000000000054,H4,2023-12-15 10:00,2023-12-15 14:00,1.76488,1.76554,0.000660000000000105,0.04114713216958246,2023-12-18 00:00,False
NZDCAD,short,2023-10-02 00:00,2023-10-09 00:00,0.81835,0.82186,0.003510000000000013,H4,2023-10-10 21:00,2023-10-11 01:00,0.8215,0.82186,0.00036000000000002697,0.10256410256410986,2023-10-30 00:00,False
USDCAD,short,2023-10-02 00:00,2023-10-09 00:00,1.36616,1.37858,0.012419999999999876,H4,2023-10-05 05:00,2023-10-05 09:00,1.37842,1.37858,0.00015999999999993797,0.012882447665051495,2023-10-16 00:00,False
USDCAD,short,2023-10-02 00:00,2023-10-09 00:00,1.36616,1.37858,0.012419999999999876,H4,2023-10-06 09:00,2023-10-06 13:00,1.37298,1.37455,0.0015699999999998493,0.12640901771335467,2023-10-16 00:00,False
USDCAD,short,2023-10-02 00:00,2023-10-09 00:00,1.36616,1.37858,0.012419999999999876,H4,2023-10-12 17:00,2023-10-12 21:00,1.36954,1.37007,0.0005299999999999194,0.04267310789049313,2023-10-16 00:00,False
USDJPY,long,2023-10-02 00:00,2023-10-09 00:00,147.336,149.302,1.9659999999999798,H4,2023-10-09 21:00,2023-10-10 01:00,148.162,148.31,0.14799999999999613,0.0752797558494393,2023-10-16 00:00,False
USDJPY,short,2023-10-16 00:00,2023-10-23 00:00,149.876,150.779,0.9029999999999916,H4,2023-10-26 13:00,2023-10-26 17:00,150.44,150.504,0.06399999999999295,0.07087486157252884,2023-10-30 00:00,False
USDJPY,long,2023-10-30 00:00,2023-11-06 00:00,148.805,149.367,0.5619999999999834,H4,2023-11-03 13:00,2023-11-03 17:00,149.196,149.248,0.0519999999999925,0.09252669039144845,2023-11-13 00:00,False
EURUSD,short,2023-10-02 00:00,2023-10-09 00:00,1.05872,1.06399,0.005269999999999886,H4,2023-10-12 01:00,2023-10-12 05:00,1.06318,1.06399,0.0008099999999999774,0.15370018975331973,2023-10-16 00:00,False
EURUSD,short,2023-10-16 00:00,2023-10-23 00:00,1.05948,1.06946,0.0099800000000001,H4,2023-10-24 01:00,2023-10-24 05:00,1.06873,1.06946,0.0007300000000001194,0.07314629258518157,2023-10-30 00:00,False
EURUSD,short,2023-10-30 00:00,2023-11-06 00:00,1.07286,1.07564,0.0027800000000000047,H4,2023-11-06 06:00,2023-11-06 10:00,1.07558,1.07564,5.999999999994898e-05,0.021582733812931253,2023-11-13 00:00,False
EURUSD,short,2023-11-20 00:00,2023-11-27 00:00,1.09399,1.10173,0.00774000000000008,H4,2023-11-28 22:00,2023-11-29 02:00,1.10085,1.10173,0.0008799999999999919,0.11369509043927427,2023-12-11 00:00,False
EURUSD,short,2023-11-20 00:00,2023-11-27 00:00,1.09399,1.10173,0.00774000000000008,H4,2023-11-29 14:00,2023-11-29 18:00,1.09912,1.0995,0.0003799999999998249,0.04909560723511899,2023-12-11 00:00,False
EURUSD,short,2023-11-20 00:00,2023-11-27 00:00,1.09399,1.10173,0.00774000000000008,H4,2023-11-30 02:00,2023-11-30 06:00,1.0978,1.0982,0.00039999999999995595,0.051679586563301266,2023-12-11 00:00,False
EURGBP,long,2023-10-02 00:00,2023-10-09 00:00,0.86162,0.86516,0.0035399999999999876,H4,2023-10-11 09:00,2023-10-11 13:00,0.86162,0.8617,7.999999999996898e-05,0.022598870056488495,2023-10-16 00:00,False
EURGBP,long,2023-10-02 00:00,2023-10-09 00:00,0.86162,0.86516,0.0035399999999999876,H4,2023-10-11 17:00,2023-10-11 21:00,0.8619,0.86201,0.0001100000000000545,0.03107344632769912,2023-10-16 00:00,False
EURGBP,long,2023-10-02 00:00,2023-10-09 00:00,0.86162,0.86516,0.0035399999999999876,H4,2023-10-12 09:00,2023-10-12 13:00,0.86214,0.86238,0.00024000000000001798,0.06779661016949684,2023-10-16 00:00,False
EURGBP,long,2023-10-02 00:00,2023-10-09 00:00,0.86162,0.86516,0.0035399999999999876,H4,2023-10-13 05:00,2023-10-13 09:00,0.86336,0.86342,5.999999999994898e-05,0.016949152542358528,2023-10-16 00:00,False
EURGBP,short,2023-11-13 00:00,2023-11-20 00:00,0.87578,0.8766,0.0008200000000000429,H4,2023-11-20 10:00,2023-11-20 14:00,0.8764,0.87654,0.000140000000000029,0.17073170731709958,,True
GBPCAD,short,2023-10-30 00:00,2023-11-06 00:00,1.69059,1.69784,0.007249999999999979,H4,2023-11-08 14:00,2023-11-08 18:00,1.69776,1.69784,8.000000000008001e-05,0.011034482758631758,2023-11-13 00:00,False
GBPCAD,short,2023-10-30 00:00,2023-11-06 00:00,1.69059,1.69784,0.007249999999999979,H4,2023-11-09 06:00,2023-11-09 10:00,1.69654,1.69712,0.0005800000000000249,0.08000000000000368,2023-11-13 00:00,False
GBPCAD,long,2023-11-06 00:00,2023-11-13 00:00,1.6859,1.68721,0.0013100000000001444,H4,2023-11-10 06:00,2023-11-10 10:00,1.6859,1.68598,8.000000000008001e-05,0.06106870229013068,2023-12-18 00:00,False
USDCHF,short,2023-10-23 00:00,2023-10-30 00:00,0.90248,0.91126,0.00878000000000001,H4,2023-11-01 13:00,2023-11-01 17:00,0.91066,0.91126,0.0005999999999999339,0.0683371298405391,2023-11-06 00:00,False
USDCHF,short,2023-10-23 00:00,2023-10-30 00:00,0.90248,0.91126,0.00878000000000001,H4,2023-11-03 05:00,2023-11-03 09:00,0.90692,0.90742,0.000500000000000056,0.05694760820046189,2023-11-06 00:00,False
USDCHF,long,2023-10-30 00:00,2023-11-06 00:00,0.89535,0.8994,0.004049999999999998,H4,2023-11-06 06:00,2023-11-06 10:00,0.89535,0.8959,0.0005500000000000504,0.13580246913581498,2023-11-13 00:00,False
CADCHF,long,2023-10-23 00:00,2023-10-30 00:00,0.6487,0.6504,0.0016999999999999238,H4,2023-10-26 09:00,2023-10-26 13:00,0.64888,0.64901,0.00012999999999996348,0.07647058823527607,2023-11-13 00:00,False
CADCHF,long,2023-10-23 00:00,2023-10-30 00:00,0.6487,0.6504,0.0016999999999999238,H4,2023-10-27 17:00,2023-10-29 21:00,0.64942,0.64968,0.000260000000000038,0.15294117647061742,2023-11-13 00:00,False
CADCHF,long,2023-11-27 00:00,2023-12-04 00:00,0.64054,0.64387,0.003330000000000055,H4,2023-12-07 14:00,2023-12-07 18:00,0.64233,0.64281,0.00048000000000003595,0.14414414414415255,2023-12-11 00:00,False
EURCHF,long,2023-10-16 00:00,2023-10-23 00:00,0.94176,0.94546,0.0036999999999999256,H4,2023-10-20 13:00,2023-10-20 17:00,0.94374,0.94419,0.00044999999999995044,0.12162162162161068,2023-11-27 00:00,False
EURCHF,long,2023-11-06 00:00,2023-11-13 00:00,0.95972,0.96422,0.0044999999999999485,H4,2023-11-08 10:00,2023-11-08 14:00,0.95972,0.96044,0.0007199999999999429,0.15999999999998915,2023-11-20 00:00,False
EURCHF,long,2023-11-27 00:00,2023-12-04 00:00,0.94036,0.94574,0.005380000000000051,H4,2023-12-08 06:00,2023-12-08 10:00,0.94288,0.94298,9.999999999998899e-05,0.018587360594793316,2023-12-11 00:00,False
AUDCHF,long,2023-12-04 00:00,2023-12-11 00:00,0.57122,0.57896,0.00774000000000008,H4,2023-12-07 02:00,2023-12-07 06:00,0.57122,0.57221,0.0009900000000000464,0.12790697674419071,2023-12-25 00:00,False
AUDCHF,long,2023-12-04 00:00,2023-12-11 00:00,0.57122,0.57896,0.00774000000000008,H4,2023-12-13 02:00,2023-12-13 06:00,0.57334,0.5735,0.000160000000000049,0.02067183462532911,2023-12-25 00:00,False
EURJPY,short,2023-10-02 00:00,2023-10-09 00:00,158.001,158.614,0.6129999999999995,H4,2023-10-12 01:00,2023-10-12 05:00,158.572,158.614,0.04200000000000159,0.0685154975530206,2023-10-16 00:00,False
EURJPY,short,2023-10-16 00:00,2023-10-23 00:00,158.766,159.917,1.1510000000000105,H4,2023-10-24 01:00,2023-10-24 05:00,159.894,159.917,0.022999999999996135,0.01998262380538308,2023-10-30 00:00,False
NZDJPY,long,2023-11-06 00:00,2023-11-13 00:00,88.931,89.267,0.3359999999999985,H4,2023-11-07 06:00,2023-11-07 10:00,88.931,88.944,0.01300000000000523,0.03869047619049192,2023-11-20 00:00,False
AUDNZD,long,2023-10-02 00:00,2023-10-09 00:00,1.06243,1.06598,0.003549999999999942,H4,2023-10-09 13:00,2023-10-09 17:00,1.06243,1.06269,0.00025999999999992696,0.07323943661969892,2023-10-16 00:00,False
AUDNZD,long,2023-10-02 00:00,2023-10-09 00:00,1.06243,1.06598,0.003549999999999942,H4,2023-10-11 13:00,2023-10-11 17:00,1.0633,1.06372,0.00042000000000008697,0.11830985915495601,2023-10-16 00:00,False
AUDNZD,long,2023-10-02 00:00,2023-10-09 00:00,1.06243,1.06598,0.003549999999999942,H4,2023-10-12 17:00,2023-10-12 21:00,1.06392,1.06401,8.999999999992347e-05,0.025352112676035196,2023-10-16 00:00,False
AUDNZD,long,2023-11-06 00:00,2023-11-13 00:00,1.07736,1.07968,0.0023199999999998777,H4,2023-11-15 06:00,2023-11-15 10:00,1.07736,1.07778,0.0004199999999998649,0.181034482758572,2023-11-27 00:00,False
NZDCHF,short,2023-11-27 00:00,2023-12-04 00:00,0.53974,0.54396,0.0042200000000000015,H4,2023-11-28 22:00,2023-11-29 02:00,0.54377,0.54396,0.00019000000000002348,0.045023696682470006,2023-12-11 00:00,False
GBPUSD,short,2023-10-02 00:00,2023-10-09 00:00,1.22378,1.23376,0.009979999999999878,H4,2023-10-12 01:00,2023-10-12 05:00,1.2323,1.23316,0.0008600000000000829,0.08617234468938811,2023-10-23 00:00,False
GBPUSD,short,2023-10-16 00:00,2023-10-23 00:00,1.21636,1.22888,0.012519999999999865,H4,2023-10-24 01:00,2023-10-24 05:00,1.22742,1.22888,0.0014600000000000168,0.11661341853035405,2023-10-30 00:00,False
GBPUSD,long,2023-10-23 00:00,2023-10-30 00:00,1.20695,1.21212,0.005170000000000119,H4,2023-10-26 05:00,2023-10-26 09:00,1.20695,1.20744,0.0004900000000001015,0.0947775628626867,,True
GBPUSD,short,2023-10-30 00:00,2023-11-06 00:00,1.23795,1.24286,0.00490999999999997,H4,2023-11-06 06:00,2023-11-06 10:00,1.24239,1.24286,0.00046999999999997044,0.09572301425661371,2023-11-13 00:00,False
AUDCAD,short,2023-11-27 00:00,2023-12-04 00:00,0.9009,0.90426,0.0033599999999999186,H4,2023-11-30 02:00,2023-11-30 06:00,0.90252,0.90264,0.00012000000000000899,0.03571428571428925,2023-12-11 00:00,False
AUDCAD,short,2023-11-27 00:00,2023-12-04 00:00,0.9009,0.90426,0.0033599999999999186,H4,2023-12-03 22:00,2023-12-04 02:00,0.9023,0.90231,9.99999999995449e-06,0.0029761904761770037,2023-12-11 00:00,False
GBPNZD,short,2023-10-16 00:00,2023-10-23 00:00,2.0874,2.09664,0.009239999999999693,H4,2023-10-24 01:00,2023-10-24 05:00,2.09542,2.09664,0.0012199999999999989,0.1320346320346363,2023-10-30 00:00,False
GBPNZD,short,2023-10-16 00:00,2023-10-23 00:00,2.0874,2.09664,0.009239999999999693,H4,2023-10-25 21:00,2023-10-26 01:00,2.09168,2.09263,0.0009500000000000064,0.10281385281385692,2023-10-30 00:00,False
GBPNZD,long,2023-10-30 00:00,2023-11-06 00:00,2.05656,2.0643,0.007739999999999636,H4,2023-11-03 17:00,2023-11-05 22:00,2.06272,2.06284,0.00011999999999989797,0.015503875968979794,2023-11-13 00:00,False
GBPNZD,long,2023-11-27 00:00,2023-12-04 00:00,2.03606,2.04685,0.010790000000000077,H4,2023-12-07 14:00,2023-12-07 18:00,2.03606,2.03804,0.001980000000000093,0.1835032437442149,2023-12-11 00:00,False
CHFJPY,long,2023-10-23 00:00,2023-10-30 00:00,164.987,165.808,0.820999999999998,H4,2023-10-30 13:00,2023-10-30 17:00,164.987,165.025,0.038000000000010914,0.04628501827041536,2023-12-04 00:00,False
CHFJPY,long,2023-12-11 00:00,2023-12-18 00:00,162.174,163.359,1.1850000000000023,H4,2023-12-14 06:00,2023-12-14 10:00,162.174,162.346,0.17199999999999704,0.14514767932489175,,True
CHFJPY,long,2023-12-11 00:00,2023-12-18 00:00,162.174,163.359,1.1850000000000023,H4,2023-12-15 18:00,2023-12-17 22:00,163.195,163.24,0.045000000000015916,0.037974683544317156,,True
GBPAUD,short,2023-10-09 00:00,2023-10-16 00:00,1.92904,1.93286,0.0038199999999999346,H4,2023-10-13 17:00,2023-10-15 21:00,1.92904,1.92907,2.999999999997449e-05,0.007853403141354713,2023-10-23 00:00,False
GBPAUD,long,2023-10-30 00:00,2023-11-06 00:00,1.88997,1.90084,0.010870000000000157,H4,2023-11-03 05:00,2023-11-03 09:00,1.89102,1.89296,0.0019400000000000528,0.17847286108555885,2023-12-04 00:00,False
GBPAUD,short,2023-11-06 00:00,2023-11-13 00:00,1.92232,1.93165,0.00933000000000006,H4,2023-11-14 06:00,2023-11-14 10:00,1.93071,1.93165,0.0009400000000001629,0.1007502679528571,2023-12-04 00:00,False
GBPAUD,short,2023-11-20 00:00,2023-11-27 00:00,1.9143,1.91985,0.005550000000000166,H4,2023-11-29 18:00,2023-11-29 22:00,1.91946,1.91985,0.0003900000000001125,0.07027027027028844,2023-12-04 00:00,False
GBPAUD,long,2023-11-27 00:00,2023-12-04 00:00,1.89703,1.90414,0.00710999999999995,H4,2023-12-03 22:00,2023-12-04 02:00,1.89703,1.89813,0.001100000000000101,0.15471167369903074,2023-12-11 00:00,False
GBPAUD,long,2023-11-27 00:00,2023-12-04 00:00,1.89703,1.90414,0.00710999999999995,H4,2023-12-08 06:00,2023-12-08 10:00,1.90026,1.90038,0.00011999999999989797,0.016877637130787458,2023-12-11 00:00,False
GBPAUD,long,2023-12-18 00:00,2023-12-25 00:00,1.85886,1.8675,0.008639999999999981,H4,2023-12-28 14:00,2023-12-28 18:00,1.85926,1.85938,0.00012000000000012001,0.01388888888890281,,True
GBPJPY,short,2023-10-02 00:00,2023-10-09 00:00,182.73,183.82,1.0900000000000034,H4,2023-10-12 01:00,2023-10-12 05:00,183.786,183.82,0.033999999999991815,0.03119266055045111,2023-10-16 00:00,False
GBPJPY,short,2023-10-16 00:00,2023-10-23 00:00,182.307,183.758,1.4510000000000218,H4,2023-10-24 01:00,2023-10-24 05:00,183.596,183.758,0.16200000000000614,0.11164713990351736,2023-10-30 00:00,False
GBPJPY,long,2023-10-23 00:00,2023-10-30 00:00,180.77,181.388,0.617999999999995,H4,2023-10-30 13:00,2023-10-30 17:00,180.932,180.958,0.02600000000001046,0.0420711974110205,2023-12-04 00:00,False
GBPJPY,long,2023-12-11 00:00,2023-12-18 00:00,178.34,180.244,1.9039999999999964,H4,2023-12-14 02:00,2023-12-14 06:00,178.34,178.636,0.29599999999999227,0.1554621848739458,2023-12-25 00:00,False
EURCAD,short,2023-10-23 00:00,2023-10-30 00:00,1.46588,1.47474,0.008859999999999868,H4,2023-11-02 09:00,2023-11-02 13:00,1.47131,1.47199,0.0006800000000000139,0.07674943566591694,2023-11-06 00:00,False
EURCAD,long,2023-10-30 00:00,2023-11-06 00:00,1.45866,1.46516,0.00649999999999995,H4,2023-11-02 17:00,2023-11-02 21:00,1.45866,1.45876,9.999999999998899e-05,0.015384615384613809,2023-11-27 00:00,False
EURCAD,long,2023-10-30 00:00,2023-11-06 00:00,1.45866,1.46516,0.00649999999999995,H4,2023-11-03 01:00,2023-11-03 05:00,1.45898,1.45997,0.0009900000000000464,0.1523076923077006,2023-11-27 00:00,False
